antecedents_str,consequents_str,support,confidence,lift,leverage,conviction,antecedent_support,consequent_support
"barbarian-barrel, goblin-cage-ev1, royal-hogs",OUTCOME=LOSS,0.015995705850778315,0.5530809205642168,1.1061618411284335,0.0015351583467525503,1.1187707641196012,0.02892109500805153,0.5
"barbarian-barrel, flying-machine",OUTCOME=LOSS,0.019130434782608695,0.5527295285359801,1.1054590570719602,0.0018250134192163182,1.117891816920943,0.03461084272678475,0.5
"barbarian-barrel, flying-machine, royal-hogs",OUTCOME=LOSS,0.017026301663982824,0.5522284122562674,1.1044568245125348,0.0016103059581320453,1.1166407465007775,0.030831991411701558,0.5
"barbarian-barrel, royal-hogs",OUTCOME=LOSS,0.017874396135265702,0.5518727212462712,1.1037454424925424,0.0016800858829844369,1.1157544378698225,0.03238862050456253,0.5
"barbarian-barrel, flying-machine, royal-recruits-ev1",OUTCOME=LOSS,0.018658078368223297,0.5517460317460319,1.1034920634920637,0.001749865807836825,1.1154390934844196,0.033816425120772944,0.5
"arrows, royal-hogs, royal-recruits-ev1",OUTCOME=LOSS,0.018958668813741277,0.5508421709295072,1.1016843418590143,0.0017498658078368215,1.1131944444444444,0.03441760601180891,0.5
"barbarian-barrel, royal-recruits-ev1",OUTCOME=LOSS,0.0204723564143854,0.5506786023678892,1.1013572047357785,0.001884057971014496,1.1127892030848332,0.03717659688674181,0.5
"arrows, barbarian-barrel, goblin-cage-ev1",OUTCOME=LOSS,0.014986580783682233,0.5498227648680583,1.0996455297361165,0.001358024691358024,1.110673665791776,0.027257112184648418,0.5
"arrows, royal-hogs",OUTCOME=LOSS,0.01994632313472893,0.5472754050073638,1.0945508100147276,0.0017230273752012887,1.1044242029928433,0.036446591519055285,0.5
"arrows, flying-machine, royal-hogs",OUTCOME=LOSS,0.018303811057434245,0.5468248877485568,1.0936497754971135,0.00156736446591519,1.1033262561924981,0.03347289318303811,0.5
"arrows, barbarian-barrel, flying-machine",OUTCOME=LOSS,0.01652173913043478,0.5459382759843916,1.0918765519687832,0.0013902308105206637,1.101171875,0.030263016639828236,0.5
"arrows, barbarian-barrel, royal-recruits-ev1",OUTCOME=LOSS,0.017348362855609232,0.5455773126266037,1.0911546252532074,0.0014492753623188415,1.1002971768202081,0.03179817498658078,0.5
"arrows, barbarian-barrel, royal-hogs",OUTCOME=LOSS,0.01515834675254965,0.5453843182696021,1.0907686365392042,0.0012614063338701013,1.0998300764655904,0.0277938808373591,0.5
"goblin-gang, royal-recruits-ev1",OUTCOME=LOSS,0.02206119162640902,0.5445151033386327,1.0890302066772655,0.0018035426731078906,1.0977312390924956,0.04051529790660226,0.5
bomber-ev1,OUTCOME=LOSS,0.014471282877079978,0.5435483870967742,1.0870967741935484,0.0011594202898550718,1.0954063604240283,0.026623725174449813,0.5
tombstone,OUTCOME=LOSS,0.010542136339237788,0.5431415929203539,1.0862831858407078,0.0008373590982286624,1.0944309927360774,0.01940955448201825,0.5
"earthquake, firecracker-ev1",OUTCOME=LOSS,0.015394524959742351,0.5429761453994699,1.0859522907989398,0.0012184648416532478,1.0940347970173985,0.028352120236178207,0.5
