antecedents_str,consequents_str,support,confidence,lift,leverage,conviction,antecedent_support,consequent_support
"heal-spirit, rage, sparky",OUTCOME=WIN,0.010939345142243692,0.5763574660633484,1.1527149321266967,0.0014492753623188397,1.1802403204272363,0.018980139559849705,0.5
"electro-wizard, heal-spirit, sparky",OUTCOME=WIN,0.010123456790123457,0.5760537568723275,1.152107513744655,0.001336553945249598,1.1793948126801155,0.01757380568974772,0.5
"cannon, goblin-barrel-ev1, ice-spirit",OUTCOME=WIN,0.012077294685990338,0.576036866359447,1.152073732718894,0.0015942028985507246,1.1793478260869563,0.020966183574879227,0.5
"elite-barbarians, goblin-giant-ev1, sparky",OUTCOME=WIN,0.010144927536231883,0.5744680851063829,1.1489361702127658,0.0013150831991411687,1.1749999999999998,0.01765968867418143,0.5
"goblin-giant-ev1, heal-spirit",OUTCOME=WIN,0.011497584541062802,0.5742627345844504,1.1485254691689009,0.001486849168008588,1.1744332493702772,0.020021470746108428,0.5
"dark-prince, goblin-giant-ev1, rage",OUTCOME=WIN,0.016317767042404722,0.5735849056603773,1.1471698113207547,0.002093397745571657,1.1725663716814159,0.02844873859366613,0.5
"elite-barbarians, goblin-giant-ev1",OUTCOME=WIN,0.010177133655394525,0.5731559854897219,1.1463119709794438,0.0012989801395598497,1.1713881019830028,0.01775630703166935,0.5
"rage, zap-ev1",OUTCOME=WIN,0.02239398819108964,0.5727622185612301,1.1455244371224602,0.002844873859366614,1.1703084832904884,0.039098228663446054,0.5
"goblin-giant-ev1, heal-spirit, rage",OUTCOME=WIN,0.011035963499731617,0.5727019498607242,1.1454038997214484,0.0014009661835748793,1.1701434159061277,0.019269994632313475,0.5
"elite-barbarians, sparky",OUTCOME=WIN,0.01025228126677402,0.5725419664268585,1.145083932853717,0.0012989801395598497,1.1697054698457223,0.01790660225442834,0.5
"dark-prince, electro-wizard, rage",OUTCOME=WIN,0.010724637681159421,0.5724928366762179,1.1449856733524357,0.0013580246913580257,1.1695710455764077,0.01873322597960279,0.5
"electro-wizard, goblin-giant-ev1, sparky",OUTCOME=WIN,0.012678475577026302,0.5721899224806202,1.1443798449612403,0.0015995705850778315,1.1687429218573047,0.02215780998389694,0.5
"electro-wizard, heal-spirit",OUTCOME=WIN,0.010595813204508857,0.5718424101969873,1.1436848203939747,0.0013311862587224912,1.1677943166441138,0.01852925389157273,0.5
"elite-barbarians, rage, sparky",OUTCOME=WIN,0.010016103059581321,0.5716911764705883,1.1433823529411766,0.0012560386473429962,1.1673819742489273,0.01752012882447665,0.5
"electro-wizard, sparky",OUTCOME=WIN,0.01332259796027912,0.5716259788116076,1.1432519576232152,0.0016693505099302213,1.1672043010752688,0.023306494900697798,0.5
"dart-goblin-ev1, goblin-gang, ice-spirit",OUTCOME=WIN,0.01210950080515298,0.5714285714285714,1.1428571428571428,0.0015136876006441227,1.1666666666666665,0.021191626409017714,0.5
"heal-spirit, rage, zap-ev1",OUTCOME=WIN,0.010971551261406334,0.5709497206703911,1.1418994413407821,0.001363392377885131,1.1653645833333333,0.019216317767042405,0.5
"goblin-giant-ev1, sparky",OUTCOME=WIN,0.02114868491680086,0.5703532136653156,1.140706427330631,0.0026086956521739132,1.1637466307277626,0.03707997852925389,0.5
"dark-prince, rage",OUTCOME=WIN,0.017359098228663446,0.5701692524682651,1.1403385049365302,0.002136339237788512,1.1632485643970467,0.030445517981749867,0.5
"electro-wizard, rage, sparky",OUTCOME=WIN,0.011916264090177134,0.5701078582434516,1.1402157164869031,0.0014653784219001622,1.1630824372759858,0.020901771336553944,0.5
"dark-prince, goblin-giant-ev1",OUTCOME=WIN,0.01790660225442834,0.5694776374189142,1.1389552748378284,0.0021846484165324725,1.1613798572561458,0.031443907675791735,0.5
"goblin-giant-ev1, rage, sparky",OUTCOME=WIN,0.01907675791733763,0.569368792053829,1.138737584107658,0.002324208266237252,1.1610863095238098,0.033505099302200754,0.5
"electro-wizard, goblin-giant-ev1",OUTCOME=WIN,0.01374127750939345,0.5691418408181413,1.1382836816362827,0.0016693505099302196,1.1604747162022702,0.024143853998926462,0.5
"archer-queen, prince",OUTCOME=WIN,0.010177133655394525,0.5686862627474506,1.1373725254949012,0.0012292002147074616,1.159248956884562,0.017895866881374126,0.5
"fire-spirit, ice-spirit, the-log",OUTCOME=WIN,0.011744498121309715,0.5686070686070686,1.137214137214137,0.0014170692431561983,1.159036144578313,0.020654857756307033,0.5
"dark-prince, electro-wizard",OUTCOME=WIN,0.012635534084809446,0.5685990338164251,1.1371980676328501,0.0015244229736983347,1.1590145576707724,0.022222222222222223,0.5
"skeletons, the-log, x-bow",OUTCOME=WIN,0.01057434245840043,0.5683785343335257,1.1367570686670514,0.0012721417069243152,1.1584224598930482,0.018604401502952228,0.5
"rage, sparky",OUTCOME=WIN,0.019720880300590445,0.5682029075162387,1.1364058150324774,0.002367149758454104,1.1579512893982806,0.03470746108427268,0.5
"goblin-cage-ev1, guards",OUTCOME=WIN,0.010445517981749865,0.5680093403385872,1.1360186806771744,0.0012506709608158875,1.157432432432432,0.018389694041867955,0.5
"electro-wizard, goblin-giant-ev1, rage",OUTCOME=WIN,0.012785829307568438,0.5671428571428572,1.1342857142857143,0.0015136876006441227,1.155115511551155,0.02254428341384863,0.5
"elite-barbarians, rage",OUTCOME=WIN,0.011723027375201289,0.5669781931464175,1.133956386292835,0.0013848631239935603,1.154676258992806,0.020676328502415457,0.5
"fire-spirit, ice-spirit",OUTCOME=WIN,0.012249060654857756,0.5668156979632389,1.1336313959264779,0.0014439076757917328,1.154243119266055,0.021610305958132046,0.5
"archer-queen, mega-knight-ev1",OUTCOME=WIN,0.01057434245840043,0.5667433831990794,1.1334867663981587,0.0012453032742887806,1.1540504648074368,0.018658078368223297,0.5
"dart-goblin-ev1, fire-spirit, ice-spirit",OUTCOME=WIN,0.011776704240472356,0.5660474716202271,1.1320949432404541,0.0013741277509393447,1.1521997621878717,0.020805152979066023,0.5
"skeletons, x-bow",OUTCOME=WIN,0.010724637681159421,0.5656851642129106,1.1313703284258212,0.0012453032742887823,1.1512385919165582,0.018958668813741277,0.5
"goblin-cage-ev1, lightning",OUTCOME=WIN,0.013601717659688674,0.5656249999999999,1.1312499999999999,0.0015780998389694038,1.1510791366906472,0.02404723564143854,0.5
"dart-goblin-ev1, fire-spirit",OUTCOME=WIN,0.01340848094471283,0.5654142145767316,1.1308284291534632,0.001551261406333871,1.1505208333333334,0.023714439076757916,0.5
"dart-goblin-ev1, fire-spirit, the-log",OUTCOME=WIN,0.012528180354267312,0.5648596321393998,1.1297192642787997,0.0014385399892646276,1.1490545050055618,0.022179280730005368,0.5
x-bow,OUTCOME=WIN,0.013290391841116479,0.564009111617312,1.128018223234624,0.0015083199141170157,1.1468129571577848,0.023564143853998926,0.5
"the-log, x-bow",OUTCOME=WIN,0.012828770799785293,0.563945257196791,1.127890514393582,0.0014546430488459484,1.146645021645022,0.02274825550187869,0.5
"electro-wizard, rage",OUTCOME=WIN,0.014009661835748793,0.5634715025906736,1.1269430051813472,0.0015780998389694038,1.1454005934718101,0.024863123993558778,0.5
"dart-goblin-ev1, goblin-gang, the-log",OUTCOME=WIN,0.015791733762748256,0.5627390971690895,1.125478194338179,0.0017606011808910353,1.1434820647419073,0.02806226516371444,0.5
"electro-giant, lightning, tornado",OUTCOME=WIN,0.010026838432635535,0.5626506024096386,1.1253012048192772,0.0011164787976382182,1.1432506887052343,0.017820719269994633,0.5
"fire-spirit, the-log",OUTCOME=WIN,0.01689747718733226,0.5625446747676911,1.1250893495353822,0.0018786902844873839,1.14297385620915,0.03003757380568975,0.5
"cannon, goblin-gang, ice-spirit",OUTCOME=WIN,0.011111111111111112,0.5625,1.125,0.0012345679012345685,1.1428571428571428,0.019753086419753086,0.5
"archer-queen, bandit",OUTCOME=WIN,0.016639828234031134,0.5622052956111716,1.1244105912223432,0.001841116478797639,1.1420878210439107,0.02959742351046699,0.5
"arrows, barbarians-ev1",OUTCOME=WIN,0.01477187332259796,0.5620915032679739,1.1241830065359477,0.001631776704240473,1.1417910447761195,0.026280193236714974,0.5
"cannon, ice-spirit, princess",OUTCOME=WIN,0.010177133655394525,0.5612788632326821,1.1225577264653641,0.0011111111111111113,1.139676113360324,0.018132045088566827,0.5
"electro-giant, lightning",OUTCOME=WIN,0.010144927536231883,0.5601659751037344,1.120331950207469,0.0010896403650026837,1.1367924528301887,0.0181105743424584,0.5
"knight, tesla-ev1",OUTCOME=WIN,0.011014492753623189,0.5600436681222707,1.1200873362445414,0.0011808910359634994,1.1364764267990073,0.01966720343531938,0.5
"elixir-collector, royal-ghost",OUTCOME=WIN,0.010778314546430488,0.5596432552954291,1.1192865105908583,0.001148684916800858,1.1354430379746834,0.01925925925925926,0.5
"arrows, guards, lava-hound",OUTCOME=WIN,0.010434782608695653,0.5595854922279793,1.1191709844559585,0.0011111111111111113,1.1352941176470588,0.018647342995169083,0.5
"archer-queen, arrows",OUTCOME=WIN,0.01742351046698873,0.5594622543950363,1.1189245087900725,0.0018518518518518528,1.1349765258215965,0.03114331723027375,0.5
barbarians-ev1,OUTCOME=WIN,0.020858829844337092,0.5592976396085204,1.1185952792170408,0.002211486849168009,1.1345525800130634,0.03729468599033817,0.5
"dart-goblin-ev1, goblin-barrel-ev1, the-log",OUTCOME=WIN,0.018475577026301666,0.5589477102955506,1.1178954205911011,0.0019484702093397754,1.1336524300441828,0.03305421363392378,0.5
"electro-giant, tornado",OUTCOME=WIN,0.010295222758990875,0.5588578088578089,1.1177156177156178,0.0010842726784755768,1.133421400264201,0.018421900161030597,0.5
"heal-spirit, rage",OUTCOME=WIN,0.013955984970477724,0.5586592178770949,1.1173184357541899,0.0014653784219001605,1.1329113924050631,0.024981213097155126,0.5
fire-spirit,OUTCOME=WIN,0.02,0.5586206896551724,1.1172413793103448,0.0020987654320987655,1.1328125,0.03580246913580247,0.5
sparky,OUTCOME=WIN,0.02522812667740204,0.5583273936802091,1.1166547873604182,0.0026355340848094495,1.1320602474448629,0.04518518518518518,0.5
"dart-goblin-ev1, goblin-barrel-ev1",OUTCOME=WIN,0.021256038647342997,0.5577464788732395,1.115492957746479,0.002200751476113795,1.1305732484076434,0.0381105743424584,0.5
"elixir-collector, heal-spirit",OUTCOME=WIN,0.010950080515297906,0.5576817933296883,1.1153635866593765,0.0011325818572195372,1.130407911001236,0.019634997316156737,0.5
"archer-queen, arrows, bandit",OUTCOME=WIN,0.015147611379495437,0.5572669826224328,1.1145339652448656,0.0015566290928609762,1.1293487957181088,0.02718196457326892,0.5
"goblin-barrel-ev1, ice-spirit, the-log",OUTCOME=WIN,0.016360708534621578,0.5572212065813528,1.1144424131627055,0.0016800858829844334,1.1292320396366637,0.02936124530327429,0.5
"knight, tesla-ev1, the-log",OUTCOME=WIN,0.010735373054213635,0.5571030640668524,1.1142061281337048,0.0011003757380568975,1.128930817610063,0.019269994632313475,0.5
"bandit, mega-knight-ev1",OUTCOME=WIN,0.012517444981213098,0.5570950788342093,1.1141901576684186,0.001282877079978529,1.1289104638619203,0.022469135802469137,0.5
"dart-goblin-ev1, ice-spirit, the-log",OUTCOME=WIN,0.02517444981213097,0.5567426400759734,1.1134852801519468,0.002565754159957058,1.1280128548473487,0.04521739130434783,0.5
"cannon, goblin-barrel-ev1, princess",OUTCOME=WIN,0.011594202898550725,0.5552699228791774,1.1105398457583548,0.0011540526033279666,1.124277456647399,0.020880300590445516,0.5
"arrows, lava-hound",OUTCOME=WIN,0.012785829307568438,0.5549860205032618,1.1099720410065237,0.0012667740203972083,1.1235602094240837,0.02303811057434246,0.5
"barbarians-ev1, elixir-collector",OUTCOME=WIN,0.010241545893719806,0.5546511627906976,1.1093023255813952,0.00100912506709608,1.1227154046997387,0.018464841653247452,0.5
"lightning, tornado",OUTCOME=WIN,0.013247450348899624,0.5543575920934412,1.1087151841868823,0.0012989801395598497,1.121975806451613,0.023896940418679548,0.5
"goblin-barrel-ev1, ice-spirit",OUTCOME=WIN,0.024541062801932367,0.5543161978661494,1.1086323957322988,0.002404723564143854,1.1218715995647444,0.044272678475577025,0.5
"arrows, lava-hound, valkyrie-ev1",OUTCOME=WIN,0.010327428878153517,0.5538284398388026,1.1076568796776052,0.0010037573805689749,1.1206451612903228,0.018647342995169083,0.5
"cannon, princess",OUTCOME=WIN,0.012270531400966183,0.5535108958837772,1.1070217917675544,0.0011862587224906063,1.1198481561822125,0.022168545356951154,0.5
"cannon, goblin-barrel-ev1",OUTCOME=WIN,0.014524959742351047,0.5533742331288344,1.1067484662576688,0.0014009661835748793,1.1195054945054945,0.026247987117552336,0.5
elite-barbarians,OUTCOME=WIN,0.01426731078904992,0.5530586766541823,1.1061173533083646,0.0013687600644122378,1.1187150837988826,0.025797101449275363,0.5
"skeletons, tesla-ev1",OUTCOME=WIN,0.012463768115942029,0.5528571428571428,1.1057142857142856,0.0011916264090177132,1.1182108626198082,0.02254428341384863,0.5
"arrows, guards, lightning",OUTCOME=WIN,0.01151905528717123,0.5528078310149408,1.1056156620298816,0.0011003757380568975,1.1180875576036868,0.020837359098228665,0.5
"skeletons, tesla-ev1, the-log",OUTCOME=WIN,0.012184648416532474,0.5525803310613436,1.1051606621226873,0.0011594202898550718,1.1175190424374317,0.022050456253354805,0.5
"lightning, valkyrie-ev1",OUTCOME=WIN,0.013064949006977992,0.5521778584392014,1.1043557168784028,0.0012345679012345668,1.1165146909827761,0.02366076221148685,0.5
"archers-ev1, the-log",OUTCOME=WIN,0.010381105743424584,0.5519406392694064,1.1038812785388128,0.0009769189479334403,1.1159235668789809,0.018808373590982287,0.5
"goblin-gang, skeleton-king",OUTCOME=WIN,0.011862587224906065,0.5513972055888223,1.1027944111776447,0.0011057434245840044,1.114571746384872,0.02151368760064412,0.5
"heal-spirit, royal-ghost",OUTCOME=WIN,0.010907139023081052,0.5512750949538796,1.1025501899077592,0.0010144927536231887,1.1142684401451028,0.019785292538915727,0.5
"arrows, goblin-gang, prince",OUTCOME=WIN,0.010177133655394525,0.5511627906976744,1.1023255813953488,0.0009447128287707988,1.1139896373056994,0.018464841653247452,0.5
"dart-goblin-ev1, ice-spirit",OUTCOME=WIN,0.027396672034353194,0.5510688836104514,1.1021377672209027,0.002538915727321525,1.113756613756614,0.04971551261406334,0.5
electro-giant,OUTCOME=WIN,0.01048845947396672,0.5504225352112676,1.1008450704225352,0.0009608158883521196,1.112155388471178,0.0190552871712292,0.5
"goblin-barrel-ev1, goblin-gang, ice-spirit",OUTCOME=WIN,0.020730005367686526,0.5499857590430077,1.0999715180860155,0.0018840579710144925,1.1110759493670888,0.03769189479334407,0.5
"baby-dragon, lightning",OUTCOME=WIN,0.01004830917874396,0.5499412455934194,1.0998824911868388,0.0009125067096081574,1.110966057441253,0.018271604938271607,0.5
"electro-spirit, fireball, skeletons",OUTCOME=WIN,0.01113258185721954,0.5498409331919406,1.0996818663838812,0.0010091250670960818,1.110718492343934,0.020246913580246915,0.5
"arrows, guards, valkyrie-ev1",OUTCOME=WIN,0.010209339774557166,0.5497109826589596,1.0994219653179191,0.0009232420826623729,1.110397946084724,0.018572195383789587,0.5
archer-queen,OUTCOME=WIN,0.028706387546967256,0.5496402877697841,1.0992805755395683,0.002592592592592591,1.1102236421725238,0.05222758990874933,0.5
"cannon, goblin-barrel-ev1, goblin-gang",OUTCOME=WIN,0.01261406333870102,0.5493221131369799,1.0986442262739597,0.001132581857219539,1.109439834024896,0.022962962962962963,0.5
zap-ev1,OUTCOME=WIN,0.04431561996779388,0.549155248104297,1.098310496208594,0.003966720343531939,1.1090292121569785,0.08069779924852388,0.5
"ice-spirit, knight, the-log",OUTCOME=WIN,0.012506709608158884,0.548235294117647,1.096470588235294,0.0011003757380568975,1.1067708333333333,0.022812667740203973,0.5
dark-prince,OUTCOME=WIN,0.026151368760064412,0.5481548154815481,1.0963096309630962,0.002297369833601716,1.1065737051792828,0.04770799785292539,0.5
"goblin-barrel-ev1, ice-spirit, princess",OUTCOME=WIN,0.019549114331723027,0.5479987962684322,1.0959975925368644,0.0017122920021470749,1.1061917443408789,0.035673644659151904,0.5
"cannon, goblin-gang, princess",OUTCOME=WIN,0.011229200214707462,0.5479308538501834,1.0958617077003667,0.000982286634460549,1.1060254924681345,0.020493827160493826,0.5
"arrows, bats-ev1, goblin-gang",OUTCOME=WIN,0.010896403650026839,0.5477603885590934,1.0955207771181867,0.0009500805152979075,1.1056085918854415,0.019892646269457862,0.5
"barbarian-barrel, lumberjack-ev1",OUTCOME=WIN,0.010391841116478798,0.5475113122171946,1.0950226244343892,0.0009017713365539453,1.1050000000000002,0.018980139559849705,0.5
"cannon, ice-spirit",OUTCOME=WIN,0.01406333870101986,0.547430004178855,1.09486000835771,0.0012184648416532478,1.1048014773776547,0.025689747718733225,0.5
"heal-spirit, zap-ev1",OUTCOME=WIN,0.01335480407944176,0.5470536499560246,1.0941072999120491,0.001148684916800858,1.1038834951456309,0.024412238325281804,0.5
"bandit, prince",OUTCOME=WIN,0.01004830917874396,0.5470485096434833,1.0940970192869666,0.0008641975308641969,1.1038709677419354,0.018368223295759527,0.5
"dart-goblin-ev1, goblin-gang, princess",OUTCOME=WIN,0.010628019323671498,0.5463576158940397,1.0927152317880795,0.0009017713365539453,1.102189781021898,0.019452495974235106,0.5
"fire-spirit, wall-breakers-ev1",OUTCOME=WIN,0.010284487385936661,0.5458689458689459,1.0917378917378917,0.0008641975308641969,1.1010037641154329,0.01884057971014493,0.5
"goblin-barrel-ev1, goblin-gang, wall-breakers",OUTCOME=WIN,0.010144927536231883,0.5456120092378752,1.0912240184757505,0.0008480944712828762,1.1003811944091486,0.018593666129898014,0.5
"fire-spirit, suspicious-bush",OUTCOME=WIN,0.010144927536231883,0.5449826989619376,1.0899653979238753,0.0008373590982286624,1.0988593155893533,0.018615136876006442,0.5
"ice-spirit, knight",OUTCOME=WIN,0.013022007514761139,0.5446789402784015,1.089357880556803,0.0010681696188942578,1.0981262327416175,0.02390767579173376,0.5
"dart-goblin-ev1, goblin-barrel-ev1, princess",OUTCOME=WIN,0.013633923778851314,0.5445969125214407,1.0891938250428814,0.0011164787976382165,1.0979284369114874,0.025034889962426195,0.5
"dart-goblin-ev1, goblin-gang",OUTCOME=WIN,0.020987654320987655,0.5445682451253482,1.0891364902506964,0.00171765968867418,1.0978593272171253,0.03853998926462695,0.5
"goblin-barrel-ev1, knight, the-log",OUTCOME=WIN,0.011755233494363929,0.544234592445328,1.088469184890656,0.0009554482018250127,1.0970556161395855,0.021599570585077832,0.5
elixir-collector,OUTCOME=WIN,0.023199141170155663,0.5440584088620343,1.0881168177240685,0.0018786902844873873,1.0966316951960244,0.04264090177133655,0.5
"goblin-gang, prince",OUTCOME=WIN,0.014632313472893184,0.5434609250398724,1.0869218500797448,0.0011701556629092873,1.0951965065502183,0.026924315619967793,0.5
"mega-minion, zap-ev1",OUTCOME=WIN,0.014074074074074074,0.5433070866141733,1.0866141732283465,0.0011218464841653251,1.0948275862068966,0.025904455179817498,0.5
"knight, skeletons, the-log",OUTCOME=WIN,0.01281803542673108,0.543221110100091,1.086442220200182,0.0010198604401502956,1.094621513944223,0.023596349973161568,0.5
"arrows, battle-ram-ev1, royal-ghost",OUTCOME=WIN,0.012538915727321524,0.5430032543003255,1.086006508600651,0.000993022007514761,1.0940996948118007,0.023091787439613525,0.5
"goblin-barrel-ev1, knight",OUTCOME=WIN,0.012066559312936124,0.542209358417752,1.084418716835504,0.0009393451422436919,1.0922023182297154,0.022254428341384865,0.5
"ice-spirit, wall-breakers-ev1",OUTCOME=WIN,0.01533011272141707,0.5417298937784523,1.0834597875569045,0.0011808910359635012,1.0910596026490067,0.028298443370907138,0.5
"tesla-ev1, the-log",OUTCOME=WIN,0.014288781535158347,0.5417175417175417,1.0834350834350834,0.0011003757380568975,1.0910301953818828,0.0263768115942029,0.5
heal-spirit,OUTCOME=WIN,0.028115942028985506,0.5416752843846949,1.0833505687693898,0.002163177670424045,1.0909296028880866,0.05190552871712292,0.5
"barbarian-barrel, executioner-ev1, guards",OUTCOME=WIN,0.01438539989264627,0.5414141414141415,1.082828282828283,0.0011003757380568975,1.090308370044053,0.026570048309178744,0.5
"goblin-gang, ice-spirit, the-log",OUTCOME=WIN,0.014707461084272679,0.5412880284472541,1.0825760568945082,0.0011218464841653251,1.0900086132644273,0.027171229200214708,0.5
giant-snowball,OUTCOME=WIN,0.011733762748255503,0.5410891089108911,1.0821782178217823,0.0008910359634997332,1.0895361380798274,0.02168545356951154,0.5
"ice-spirit, princess",OUTCOME=WIN,0.02015029522275899,0.540922190201729,1.081844380403458,0.0015244229736983347,1.089139987445072,0.03725174449812131,0.5
"arrows, elixir-collector",OUTCOME=WIN,0.010413311862587225,0.5403899721448467,1.0807799442896935,0.0007783145464304881,1.0878787878787877,0.019269994632313475,0.5
"knight, skeletons",OUTCOME=WIN,0.013268921095008051,0.5402097902097902,1.0804195804195804,0.0009876543209876541,1.0874524714828897,0.024562533548040794,0.5
"goblin-gang, ice-spirit, princess",OUTCOME=WIN,0.018132045088566827,0.540134314039015,1.08026862807803,0.001347289318303812,1.0872739916550764,0.03356951154052603,0.5
